# x 	 y 	 x_err 	 y_err
 285.00000   75.00000    0.11551    0.89919
 300.00000  -75.00000   -0.37412   -0.37411
 300.00000  -60.00000   -0.37412   -0.46993
 300.00000  -45.00000   -0.63665   -0.43449
 300.00000  -30.00000   -0.50538   -0.13651
 300.00000  -15.00000   -0.11158    0.03020
 300.00000    0.00000   -0.24285    0.19691
 300.00000   15.00000   -0.11158    0.23235
 300.00000   30.00000   -0.11158    0.53033
 300.00000   45.00000    0.01969    0.56577
 300.00000   60.00000    0.01969    0.86375
 300.00000   75.00000   -0.24285    0.89919
 315.00000  -75.00000   -0.46994   -0.50538
 315.00000  -60.00000   -0.33867   -0.46993
 315.00000  -45.00000   -0.33867   -0.30322
 315.00000  -30.00000   -0.20741   -0.13651
 315.00000  -15.00000   -0.20741    0.03020
 315.00000    0.00000   -0.20741    0.19691
 315.00000   15.00000   -0.07614    0.36362
 315.00000   30.00000   -0.07614    0.53033
 315.00000   45.00000   -0.07614    0.69704
 315.00000   60.00000   -0.07614    0.73248
 315.00000   75.00000    0.05513    1.03046
 330.00000  -75.00000   -0.56577   -0.37411
 330.00000  -60.00000   -0.56577   -0.33867
 330.00000  -45.00000   -0.30323   -0.17195
 330.00000  -30.00000   -0.17196   -0.13651
 330.00000  -15.00000   -0.17196    0.16147
 330.00000    0.00000   -0.04070    0.19691
 330.00000   15.00000   -0.17196    0.36362
 330.00000   30.00000   -0.30323    0.53033
 330.00000   45.00000    0.09057    0.56577
 330.00000   60.00000   -0.17196    0.73248
 330.00000   75.00000    0.09057    1.03046
 345.00000  -75.00000   -0.66159   -0.37411
 345.00000  -60.00000   -0.66159   -0.33867
 345.00000  -45.00000   -0.26779   -0.30322
 345.00000  -30.00000   -0.26779   -0.13651
 345.00000  -15.00000   -0.13652    0.03020
 345.00000    0.00000   -0.13652    0.19691
 345.00000   15.00000   -0.13652    0.23235
 345.00000   30.00000   -0.00525    0.39906
 345.00000   45.00000   -0.00525    0.56577
 345.00000   60.00000   -0.26779    0.73248
 345.00000   75.00000    0.25728    0.76792
 360.00000  -75.00000   -0.36361   -0.50538
 360.00000  -60.00000   -0.36361   -0.33867
 360.00000  -45.00000   -0.23235   -0.17195
 360.00000  -30.00000   -0.23235   -0.13651
 360.00000  -15.00000   -0.23235    0.03020
 360.00000    0.00000   -0.36361    0.19691
 360.00000   15.00000   -0.10108    0.23235
 360.00000   30.00000    0.03019    0.53033
 360.00000   45.00000    0.03019    0.56577
 360.00000   60.00000    0.03019    0.73248
 360.00000   75.00000    0.03019    0.89919
 375.00000  -75.00000   -0.45944   -0.24284
 375.00000  -60.00000   -0.45944   -0.33867
 375.00000  -45.00000   -0.32817   -0.30322
 375.00000  -30.00000   -0.32817   -0.13651
 375.00000  -15.00000   -0.19690    0.03020
 375.00000    0.00000   -0.06564    0.06564
 375.00000   15.00000   -0.06564    0.36362
 375.00000   30.00000    0.06563    0.39906
 375.00000   45.00000    0.06563    0.56577
 375.00000   60.00000    0.06563    0.60121
 375.00000   75.00000    0.32817    0.76792
 390.00000  -75.00000   -0.55527   -0.37411
 390.00000  -60.00000   -0.68653   -0.33867
 390.00000  -45.00000   -0.29273   -0.17195
 390.00000  -30.00000   -0.29273   -0.13651
 390.00000  -15.00000   -0.16146   -0.10107
 390.00000    0.00000   -0.42400    0.06564
 390.00000   15.00000   -0.03019    0.23235
 390.00000   30.00000   -0.03019    0.39906
 390.00000   45.00000    0.10107    0.56577
 390.00000   60.00000   -0.03019    0.46995
 390.00000   75.00000    0.23234    0.63666
 405.00000  -75.00000   -0.65109   -0.37411
 405.00000  -60.00000   -0.51982   -0.20740
 405.00000  -45.00000   -0.38856   -0.17195
 405.00000  -30.00000   -0.25729   -0.13651
 405.00000  -15.00000   -0.12602   -0.10107
 405.00000    0.00000   -0.38856    0.06564
 405.00000   15.00000    0.13652    0.23235
 405.00000   30.00000    0.00525    0.26779
 405.00000   45.00000    0.00525    0.43450
 405.00000   60.00000    0.00525    0.60121
 405.00000   75.00000    0.13652    0.76792
 420.00000  -75.00000   -0.74692   -0.50538
 420.00000  -60.00000   -0.61565   -0.33867
 420.00000  -45.00000   -0.22185   -0.17195
 420.00000  -30.00000   -0.35311   -0.13651
 420.00000  -15.00000   -0.22185   -0.10107
 420.00000    0.00000    0.04069    0.06564
 420.00000   15.00000   -0.09058    0.10108
 420.00000   30.00000   -0.09058    0.39906
 420.00000   45.00000    0.04069    0.43450
 420.00000   60.00000    0.04069    0.46995
 420.00000   75.00000    0.17196    0.63666
 435.00000  -75.00000   -0.58021   -0.37411
 435.00000  -60.00000   -0.58021   -0.33867
 435.00000  -45.00000   -0.44894   -0.30322
 435.00000  -30.00000   -0.31767   -0.13651
 435.00000  -15.00000   -0.44894   -0.10107
 435.00000    0.00000   -0.18640    0.06564
 435.00000   15.00000   -0.05513    0.10108
 435.00000   30.00000    0.20740    0.26779
 435.00000   45.00000    0.07613    0.43450
 435.00000   60.00000    0.07613    0.46995
 435.00000   75.00000    0.20740    0.63666
 450.00000  -75.00000   -0.67603   -0.50538
 450.00000  -60.00000   -0.54476   -0.46993
 450.00000  -45.00000   -0.54476   -0.30322
 450.00000  -30.00000   -0.41350   -0.26778
 450.00000  -15.00000   -0.28223    0.03020
 450.00000    0.00000   -0.28223    0.06564
 450.00000   15.00000   -0.01969    0.10108
 450.00000   30.00000   -0.41350    0.26779
 450.00000   45.00000   -0.28223    0.30324
 450.00000   60.00000   -0.01969    0.46995
 450.00000   75.00000    0.11158    0.63666
 465.00000  -75.00000   -0.64059   -0.63664
 465.00000  -60.00000   -0.64059   -0.46993
 465.00000  -45.00000   -0.50932   -0.43449
 465.00000  -30.00000   -0.50932   -0.26778
 465.00000  -15.00000   -0.37805   -0.23234
 465.00000    0.00000   -0.11552   -0.06563
 465.00000   15.00000   -0.24679    0.10108
 465.00000   30.00000   -0.11552    0.26779
 465.00000   45.00000   -0.24679    0.30324
 465.00000   60.00000    0.01575    0.46995
 465.00000   75.00000   -0.11552    0.63666
 480.00000  -75.00000   -0.73642   -0.50538
 480.00000  -60.00000   -0.60515   -0.46993
 480.00000  -45.00000   -0.60515   -0.30322
 480.00000  -30.00000   -0.47388   -0.26778
 480.00000  -15.00000   -0.47388   -0.23234
 480.00000    0.00000   -0.34261   -0.06563
 480.00000   15.00000   -0.21134    0.10108
 480.00000   30.00000   -0.21134    0.26779
 480.00000   45.00000   -0.08008    0.30324
 480.00000   60.00000   -0.08008    0.33868
 480.00000   75.00000    0.05119    0.50539
