-17.5;-17.264;0.0
-17.264;-17.5;0.0
-17.029;-17.5;0.0
-17.5;-17.029;0.0
-17.5;-16.793;0.0
-16.793;-17.5;0.0
-16.557;-17.5;0.0
-17.5;-16.557;0.0
-17.5;-16.322;0.0
-16.322;-17.5;0.0
-16.086;-17.5;0.0
-17.5;-16.086;0.0
-17.5;-15.85;0.0
-15.85;-17.5;0.0
-15.614;-17.5;0.0
-17.5;-15.614;0.0
-17.5;-15.379;0.0
-15.379;-17.5;0.0
-15.143;-17.5;0.0
-17.5;-15.143;0.0
-17.5;-14.907;0.0
-14.907;-17.5;0.0
-14.672;-17.5;0.0
-17.5;-14.672;0.0
-17.5;-14.436;0.0
-14.436;-17.5;0.0
-14.2;-17.5;0.0
-17.5;-14.2;0.0
-17.5;-13.965;0.0
-15.9;-15.565;0.0
-15.9;-15.329;0.0
-17.5;-13.729;0.0
-17.5;-13.493;0.0
-15.9;-15.093;0.0
-15.9;-14.857;0.0
-17.5;-13.257;0.0
-17.5;-13.022;0.0
-15.9;-14.622;0.0
-15.9;-14.386;0.0
-17.5;-12.786;0.0
-17.5;-12.55;0.0
-15.9;-14.15;0.0
-15.9;-13.915;0.0
-17.5;-12.315;0.0
-17.5;-12.079;0.0
-15.9;-13.679;0.0
-15.9;-13.443;0.0
-17.5;-11.843;0.0
-17.5;-11.608;0.0
-15.9;-13.208;0.0
-15.9;-12.972;0.0
-17.5;-11.372;0.0
-17.5;-11.136;0.0
-15.9;-12.736;0.0
-15.9;-12.5;0.0
-17.5;-10.9;0.0
-17.5;-10.665;0.0
-15.9;-12.265;0.0
-15.9;-12.029;0.0
-17.5;-10.429;0.0
-17.5;-10.193;0.0
-15.9;-11.793;0.0
-15.9;-11.558;0.0
-17.5;-9.958;0.0
-17.5;-9.722;0.0
-15.9;-11.322;0.0
-15.9;-11.086;0.0
-17.5;-9.486;0.0
-17.5;-9.251;0.0
-15.9;-10.851;0.0
-15.9;-10.615;0.0
-17.5;-9.015;0.0
-17.5;-8.779;0.0
-15.9;-10.379;0.0
-15.9;-10.143;0.0
-17.5;-8.543;0.0
-17.5;-8.308;0.0
-15.9;-9.908;0.0
-15.9;-9.672;0.0
-17.5;-8.072;0.0
-17.5;-7.836;0.0
-15.9;-9.436;0.0
-15.9;-9.201;0.0
-17.5;-7.601;0.0
-17.5;-7.365;0.0
-15.9;-8.965;0.0
-15.9;-8.729;0.0
-17.5;-7.129;0.0
-17.5;-6.893;0.0
-15.9;-8.493;0.0
-15.9;-8.258;0.0
-17.5;-6.658;0.0
-17.5;-6.422;0.0
-15.9;-8.022;0.0
-15.9;-7.786;0.0
-17.5;-6.186;0.0
-17.5;-5.951;0.0
-15.9;-7.551;0.0
-15.9;-7.315;0.0
-17.5;-5.715;0.0
-17.5;-5.479;0.0
-15.9;-7.079;0.0
-15.9;-6.844;0.0
-17.5;-5.244;0.0
-17.5;-5.008;0.0
-15.9;-6.608;0.0
-15.9;-6.372;0.0
-17.5;-4.772;0.0
-17.5;-4.536;0.0
-15.9;-6.136;0.0
-15.9;-5.901;0.0
-17.5;-4.301;0.0
-17.5;-4.065;0.0
-15.9;-5.665;0.0
-15.9;-5.429;0.0
-17.5;-3.829;0.0
-17.5;-3.594;0.0
-15.9;-5.194;0.0
-15.9;-4.958;0.0
-17.5;-3.358;0.0
-17.5;-3.122;0.0
-15.9;-4.722;0.0
-15.9;-4.487;0.0
-17.5;-2.887;0.0
-17.5;-2.651;0.0
-15.9;-4.251;0.0
-15.9;-4.015;0.0
-17.5;-2.415;0.0
-17.5;-2.179;0.0
-15.9;-3.779;0.0
-15.9;-3.544;0.0
-17.5;-1.944;0.0
-17.5;-1.708;0.0
-15.9;-3.308;0.0
-15.9;-3.072;0.0
-17.5;-1.472;0.0
-17.5;-1.237;0.0
-15.9;-2.837;0.0
-15.9;-2.601;0.0
-17.5;-1.001;0.0
-17.5;-0.765;0.0
-15.9;-2.365;0.0
-15.9;-2.13;0.0
-17.5;-0.529;0.0
-17.5;-0.294;0.0
-15.9;-1.894;0.0
-15.9;-1.658;0.0
-17.5;-0.058;0.0
-17.5;0.178;0.0
-15.9;-1.422;0.0
-15.9;-1.187;0.0
-17.5;0.413;0.0
-17.5;0.649;0.0
-15.9;-0.951;0.0
-15.9;-0.715;0.0
-17.5;0.885;0.0
-17.5;1.12;0.0
-15.9;-0.48;0.0
-15.9;-0.244;0.0
-17.5;1.356;0.0
-17.5;1.592;0.0
-15.9;-0.008;0.0
-15.9;0.228;0.0
-17.5;1.828;0.0
-17.5;2.063;0.0
-15.9;0.463;0.0
-15.9;0.699;0.0
-17.5;2.299;0.0
-17.5;2.535;0.0
-15.9;0.935;0.0
-15.9;1.17;0.0
-17.5;2.77;0.0
-17.5;3.006;0.0
-15.9;1.406;0.0
-15.9;1.642;0.0
-17.5;3.242;0.0
-17.5;3.478;0.0
-15.9;1.878;0.0
-15.9;2.113;0.0
-17.5;3.713;0.0
-17.5;3.949;0.0
-15.9;2.349;0.0
-15.9;2.585;0.0
-17.5;4.185;0.0
-17.5;4.42;0.0
-15.9;2.82;0.0
-15.9;3.056;0.0
-17.5;4.656;0.0
-17.5;4.892;0.0
-15.9;3.292;0.0
-15.9;3.527;0.0
-17.5;5.127;0.0
-17.5;5.363;0.0
-15.9;3.763;0.0
-15.9;3.999;0.0
-17.5;5.599;0.0
-17.5;5.835;0.0
-15.9;4.235;0.0
-15.9;4.47;0.0
-17.5;6.07;0.0
-17.5;6.306;0.0
-15.9;4.706;0.0
-15.9;4.942;0.0
-17.5;6.542;0.0
-17.5;6.777;0.0
-15.9;5.177;0.0
-15.9;5.413;0.0
