-20.0;-19.764;0.0
-19.764;-20.0;0.0
-19.529;-20.0;0.0
-20.0;-19.529;0.0
-20.0;-19.293;0.0
-19.293;-20.0;0.0
-19.057;-20.0;0.0
-20.0;-19.057;0.0
-20.0;-18.821;0.0
-18.821;-20.0;0.0
-18.586;-20.0;0.0
-20.0;-18.586;0.0
-20.0;-18.35;0.0
-18.35;-20.0;0.0
-18.114;-20.0;0.0
-20.0;-18.114;0.0
-20.0;-17.879;0.0
-17.879;-20.0;0.0
-17.643;-20.0;0.0
-20.0;-17.643;0.0
-20.0;-17.407;0.0
-17.407;-20.0;0.0
-17.172;-20.0;0.0
-20.0;-17.172;0.0
-20.0;-16.936;0.0
-16.936;-20.0;0.0
-16.7;-20.0;0.0
-20.0;-16.7;0.0
-20.0;-16.464;0.0
-16.464;-20.0;0.0
-16.229;-20.0;0.0
-18.163;-18.065;0.0
-18.165;-18.064;0.0
-20.0;-16.229;0.0
-20.0;-15.993;0.0
-18.165;-17.828;0.0
-18.165;-17.593;0.0
-20.0;-15.757;0.0
-20.0;-15.522;0.0
-18.165;-17.357;0.0
-18.165;-17.121;0.0
-20.0;-15.286;0.0
-20.0;-15.05;0.0
-18.165;-16.886;0.0
-18.165;-16.65;0.0
-20.0;-14.815;0.0
-20.0;-14.579;0.0
-18.165;-16.414;0.0
-18.165;-16.179;0.0
-20.0;-14.343;0.0
-20.0;-14.107;0.0
-18.165;-15.943;0.0
-18.165;-15.707;0.0
-20.0;-13.872;0.0
-20.0;-13.636;0.0
-18.165;-15.471;0.0
-18.165;-15.236;0.0
-20.0;-13.4;0.0
-20.0;-13.165;0.0
-18.165;-15.0;0.0
-18.165;-14.764;0.0
-20.0;-12.929;0.0
-20.0;-12.693;0.0
-18.165;-14.529;0.0
-18.165;-14.293;0.0
-20.0;-12.458;0.0
-20.0;-12.222;0.0
-18.165;-14.057;0.0
-18.165;-13.822;0.0
-20.0;-11.986;0.0
-20.0;-11.75;0.0
-18.165;-13.586;0.0
-18.165;-13.35;0.0
-20.0;-11.515;0.0
-20.0;-11.279;0.0
-18.165;-13.114;0.0
